-0.152520, -0.145716, -9.756306
0.074720, 0.163048, -9.825367
-0.107848, -0.094742, -9.787657
0.003643, 0.026296, -9.823380
-0.081558, -0.009455, -9.805294
0.057896, 0.034331, -9.818892
0.060146, 0.044702, -9.867604
-0.002742, -0.033457, -9.824154
-0.060241, -0.093872, -9.840533
0.128918, 0.151981, -9.829681
-0.064240, -0.112979, -9.798312
-0.034538, 0.030844, -9.759359
-0.006155, -0.006414, -9.814531
-0.025337, -0.054848, -9.817628
0.121578, 0.179090, -9.832038
-0.100179, -0.138476, -9.778108
-0.054019, 0.031083, -9.815046
0.076815, 0.183039, -9.831778
-0.120304, -0.165399, -9.811497
-0.053899, 0.062933, -9.780740
-0.093149, -0.092216, -9.780541
-0.005261, 0.210939, -9.793794
-0.030862, 0.078105, -9.784871
-0.100701, -0.290293, -9.800533
-0.027796, -0.008640, -9.803206
0.106434, 0.277834, -9.827129
0.024009, -0.092900, -9.850623
0.018608, -0.037221, -9.831480
0.047555, 0.049549, -9.820429
-0.043311, -0.020403, -9.811918
0.023898, 0.095659, -9.798782
0.009385, -0.038749, -9.846525
0.023177, 0.065466, -9.836982
-0.022912, -0.016577, -9.805633
-0.024525, -0.046846, -9.816830
0.040877, 0.061324, -9.845884
-0.012606, -0.068317, -9.832101
0.010524, -0.066836, -9.821033
0.098363, 0.109106, -9.837403
0.028942, -0.072293, -9.836339
0.040014, -0.062009, -9.847500
0.074579, 0.094722, -9.842068
0.047997, -0.081757, -9.859549
0.098267, 0.012063, -9.870218
0.030801, 0.025554, -9.840230
0.080885, -0.031641, -9.872425
0.037286, 0.056650, -9.839460
-0.079147, -0.072379, -9.795022
-0.004232, 0.027132, -9.826530
-0.009832, 0.003212, -9.814502
-0.053760, -0.079540, -9.816667
-0.012833, 0.066026, -9.796174
-0.017698, 0.023009, -9.797754
-0.047429, -0.102706, -9.815107
0.082503, 0.077175, -9.843716
-0.048911, 0.015932, -9.795978
0.021807, -0.087478, -9.821901
0.021198, 0.082853, -9.813865
0.010796, 0.054185, -9.817011
0.001235, -0.057965, -9.825777
0.028581, 0.078037, -9.820307
-0.005838, -0.015915, -9.823329
-0.037053, -0.101119, -9.837466
-0.013751, 0.074711, -9.817668
-0.028106, 0.012760, -9.809597
-0.049623, -0.073262, -9.788789
-0.012096, 0.071559, -9.800177
0.014050, -0.014298, -9.830642
-0.047974, 0.011178, -9.805484
0.069186, 0.038167, -9.827745
-0.053531, -0.033403, -9.800760
0.014343, 0.094750, -9.801922
-0.045669, -0.086667, -9.812715
0.026890, 0.008837, -9.813110
-0.039239, 0.002591, -9.829535
-0.055972, -0.078561, -9.811856
0.021540, 0.086177, -9.814663
-0.121969, -0.051549, -9.780376
-0.001629, -0.068243, -9.817762
-0.038801, 0.101317, -9.792017
0.000319, -0.010088, -9.773860
-0.042067, 0.013800, -9.800016
-0.006201, 0.044034, -9.784213
-0.035086, 0.015423, -9.812756
-0.067586, -0.003058, -9.767175
-0.102828, -0.038824, -9.801282
0.029784, 0.118561, -9.783603
-0.090181, -0.096936, -9.813265
-0.008740, -0.010996, -9.814510
-0.067480, 0.066949, -9.791862
-0.049268, -0.047586, -9.799188
-0.056358, 0.026399, -9.808633
-0.014075, 0.022420, -9.823273
-0.025185, -0.023664, -9.822419
-0.006531, 0.116414, -9.783394
-0.044149, -0.017267, -9.789610
-0.062561, -0.086448, -9.800722
0.007093, 0.096619, -9.803373
-0.057626, -0.039503, -9.782339
0.032297, -0.023475, -9.825142
0.097760, 0.118162, -9.843778
0.004332, -0.085455, -9.852098
0.007536, -0.023418, -9.850503
0.044329, 0.063321, -9.857090
